  2.0610101902850977e+002	  2.4329909007716509e+002	
  2.1557779875786633e+002	  2.3946729286208569e+002	
  2.0010922594689850e+002	  2.4212965527826285e+002	
  2.2061197573707949e+002	  2.3387366311111325e+002	
  1.9672824173946978e+002	  2.3988568712946048e+002	
  2.2304664208662268e+002	  2.2933159495198873e+002	
  1.9436871249441384e+002	  2.3721484882568893e+002	
  2.2447125716752694e+002	  2.2519338041251436e+002	
  1.9267683016123229e+002	  2.3426289613267764e+002	
  2.2523973511852390e+002	  2.2131321938801986e+002	
  1.9151224793499540e+002	  2.3108870709109826e+002	
  2.2549252947309131e+002	  2.1763218994575345e+002	
  1.9081450870333404e+002	  2.2771872987796215e+002	
  2.2529020471372016e+002	  2.1412380047210652e+002	
  1.9056753371882573e+002	  2.2416159236750377e+002	
  2.2464894760074461e+002	  2.1077938012044123e+002	
  1.9079158488025908e+002	  2.2041161598584384e+002	
  2.2354860489224868e+002	  2.0760456496522747e+002	
  1.9155191657768091e+002	  2.1644575363012643e+002	
  2.2192403150014488e+002	  2.0462236009179435e+002	
  1.9299537926875564e+002	  2.1220978338161589e+002	
  2.1962848691489393e+002	  2.0188694589221285e+002	
  1.9548719862517541e+002	  2.0756621893895203e+002	
  2.1629685606012615e+002	  1.9953576764110923e+002	
  2.0065468238111356e+002	  2.0189517375290865e+002	
  2.1030194244517079e+002	  1.9818867137006580e+002	
  2.1401740771702026e+002	  2.5599999999999991e+002	
  2.1401740771702026e+002	  2.5599999999999991e+002	
  2.0162155670904579e+002	  2.5753488780684972e+002	
  2.2541112413180358e+002	  2.4777939709536662e+002	
  1.9662308559466038e+002	  2.5599999999999991e+002	
  2.2941839531430296e+002	  2.4260566143499443e+002	
  1.9298430004797979e+002	  2.5388785383662244e+002	
  2.3207701922690211e+002	  2.3798622886441311e+002	
  1.9011705838275086e+002	  2.5144339981978814e+002	
  2.3397524183185104e+002	  2.3367610239165748e+002	
  1.8779280234304485e+002	  2.4876263354260894e+002	
  2.3534172630205475e+002	  2.2957924035141352e+002	
  1.8589590504315044e+002	  2.4589467011248749e+002	
  2.3629220508262210e+002	  2.2564648198914350e+002	
  1.8436031837688657e+002	  2.4286802685027504e+002	
  2.3689283248295459e+002	  2.2184926477039193e+002	
  1.8314638636574014e+002	  2.3970027240459129e+002	
  2.3718337132996905e+002	  2.1816997527501789e+002	
  1.8223067150354481e+002	  2.3640228219917969e+002	
  2.3718736662473614e+002	  2.1459769375848109e+002	
  1.8160109679249987e+002	  2.3298029259607279e+002	
  2.3691700350773650e+002	  2.1112613999740773e+002	
  1.8125471256259195e+002	  2.2943687426620775e+002	
  2.3637534044066868e+002	  2.0775269992779539e+002	
  1.8119708168693123e+002	  2.2577124962216692e+002	
  2.3555692399229815e+002	  2.0447810822118419e+002	
  1.8144302707371313e+002	  2.2197907319844688e+002	
  2.3444704134763381e+002	  2.0130666791338911e+002	
  1.8201902917911607e+002	  2.1805157936220635e+002	
  2.3301932279612208e+002	  1.9824710270284575e+002	
  1.8296832933113640e+002	  2.1397370884363298e+002	
  2.3123063840885467e+002	  1.9531443042942789e+002	
  1.8436153431703266e+002	  2.0972017049341008e+002	
  2.2901049345211837e+002	  1.9253390132625702e+002	
  1.8632069554859365e+002	  2.0524644888113613e+002	
  2.2623694922307021e+002	  1.8994999043065201e+002	
  1.8908494963678874e+002	  2.0046420459209210e+002	
  2.2267098247597986e+002	  1.8765099729682288e+002	
  1.9326560478733273e+002	  1.9514540249706224e+002	
  2.1770139902750373e+002	  1.8586491773560419e+002	
  2.0509548727907887e+002	  1.8694087778821847e+002	
  2.0509548727907887e+002	  1.8694087778821847e+002	
  2.0571370031518339e+002	  2.6825791285950197e+002	
  2.2679766989339484e+002	  2.5949091842424571e+002	
  1.9893926175346508e+002	  2.6750727031057841e+002	
  2.3254798734666292e+002	  2.5358762995096598e+002	
  1.9426642744935981e+002	  2.6585974029382493e+002	
  2.3620748068112474e+002	  2.4855829573084409e+002	
  1.9058760719525156e+002	  2.6378071815203430e+002	
  2.3888384319014608e+002	  2.4393747227012062e+002	
  1.8754990110844744e+002	  2.6141947900624473e+002	
  2.4093007848471689e+002	  2.3957583669205789e+002	
  1.8498665680643253e+002	  2.5884707067469822e+002	
  2.4251294331977374e+002	  2.3540229382619560e+002	
  1.8280422663374847e+002	  2.5610381393091455e+002	
  2.4372619036886070e+002	  2.3137647595857794e+002	
  1.8094468664310187e+002	  2.5321497481817889e+002	
  2.4462784924452086e+002	  2.2747307052565745e+002	
  1.7937021941446818e+002	  2.5019734641840461e+002	
  2.4525584368065194e+002	  2.2367523835391142e+002	
  1.7805554967888690e+002	  2.4706244748751726e+002	
  2.4563555591012999e+002	  2.1997141503302754e+002	
  1.7698392662103242e+002	  2.4381823019493783e+002	
  2.4578384436361480e+002	  2.1635360318507992e+002	
  1.7614487833436337e+002	  2.4047004354539320e+002	
  2.4571128921573458e+002	  2.1281640905146915e+002	
  1.7553295558981046e+002	  2.3702118295615327e+002	
  2.4542344861768694e+002	  2.0935649292452598e+002	
  1.7514709863182748e+002	  2.3347318188447213e+002	
  2.4492149190243308e+002	  2.0597227752900244e+002	
  1.7499046257587611e+002	  2.2982591732089128e+002	
  2.4420237418841108e+002	  2.0266384253779279e+002	
  1.7507065665485905e+002	  2.2607755203353540e+002	
  2.4325859713425493e+002	  1.9943298233675458e+002	
  1.7540045129618071e+002	  2.2222429747404067e+002	
  2.4207750186283698e+002	  1.9628344312798870e+002	
  1.7599912966993040e+002	  2.1825993452225370e+002	
  2.4063991741413992e+002	  1.9322140219444310e+002	
  1.7689486996116440e+002	  2.1417495087250308e+002	
  2.3891777847397884e+002	  1.9025633052303604e+002	
  1.7812897903727486e+002	  2.0995499243167416e+002	
  2.3686989170758636e+002	  1.8740254141607062e+002	
  1.7976383318860528e+002	  2.0557794186761396e+002	
  2.3443399501989813e+002	  1.8468211195241292e+002	
  1.8189923147409249e+002	  2.0100787878635674e+002	
  2.3151040421075896e+002	  1.8213092281994435e+002	
  1.8471135946447600e+002	  1.9618064579168208e+002	
  2.2792304923250788e+002	  1.7981309226577537e+002	
